,mobile_names,asin,body,star
2209,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, thanks amazon delivering product mentioned product description well packed deliveredby way special thanks samsung stepping indias needs introducing new line phones taking chinese incursions indian mobile phone marketwe ordered samsung galaxy m01 core blue 2gb ram 32gb storage thrown away chinese phone salomi 100 apps preinstalled without information heating phone draining battery tough times using salomi phone good better phone good company samsung happy little cute phonesamsung galaxy m01 core blue 2gb ram 32gb storage small enough keep pockets latest android 10 os good display latest version apps lite mode means need loaded given instead loading forever wasting precious data good camera samsung reliability known crisp camera displayswhat else needed phone thanks samsung bringing new affordable range latest android 10 osway go samsung surely indians support samsung make no1 company replacing chinese mobile companies india,5
2210,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, thank samsung amazon timely rakshabandhan deliverynow readers review unbiased written testing continuous usage pros1screen ppi great entry level device2battery backup awesome thanks samsungs rd even 7mamp charger3android go version 10 cute without craps4reading pdfs easy comfort eyes atleast samsung guts say truth5no lag till dont need gaming regular even without go apps nicely running6fingerprint face lock dont need good provided7call quality okayspeaker normal8for music lovers dowload music app equilizer fine916gb32gb sd card okay10auto smart memory cleaneruse smart manager settings day smooth ram functioning rom cleaning11 supports otg wellcons1 camera average still expected samsung work front wanna beat chinese phones2not gamers thats expected buy 4gb ram based phone reading me3finger print face lock missing manage indians cant4battery takes 315 hours charge work 12 hours calling surfing thats bad issue chinese phone lovers habit charging play pubgoverall 5camera2 gui4 screen ppi5 speed4 android4dont buy phone specifications must see integration longevity overall nice secondary option primary featured phone switchers,4
2211,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, smooth ui latest series battery good 3000mahit dark modeapps run smoothlycamera averagebest secondary phoneapps go versionwifi calling feature,5
2212,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, free cost taken phone show friends whatsapp facebook phone budget phone full specification sell samsung smartphones,5
2213,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, working pls dont buy phone listen carefully august 14th 2020 bought today 23082020 working couldnt even switch mobile samsung galaxy m01 mobile mobile worth today came amazon return replacement cheater closed return window yesterday cunning even ten days since bought cheaters closed working even call toll free numbers one responses,1
2214,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, using 45 days suddenly without notice phone shutdown automatically couldnt restart contact amazon replacing get quick response end book time slot verify technician hours later found start guide send samsung restart stops working hanged pressing power volume key simultaneously seven seconds fault end samsung company suppose mention process front page bold letter reviews get 1 star facing problems like mine using one month want add extra points impressed me1 sound quality graphics good2 smooth touch sensitivity3 ringtones much louder4two volte nano sim work fine together5battery backup good charging time lengthy6any sim switched manually impressed me7 2gb ram 32 gb storage better option budget friendly people8 faced hanging problem one day till easily solved pressing volume key power key simultaneously 7 seconds more8 lastly mobile made india like one go amazon agents really helpful experienced,4
2215,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, writing review usage 15 days one worst phones samsung made multiple issues friend purchased phone aunts facing issues main issue facing phone switched 2 days back since trying switch leading nowhere neither charging phone heats charging well normal usage conditions charging phone heats extent one may feel could blast friend also faced phone issue resolved automatically 2 days connected fast carger phone facing heating issue phone still switches able regret wastage money,1
2216,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, badcan suggest mbl normal users charging speed much disappointed taking lot time charge basic charger type even usb cablethis suits parents youngsters gamers etc,3
2217,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, bad part mobile lasted half day next morning work even charging trying everything possible whats worst amazon return process highly disappointed amazon process took approx 4 days 2 hours phone calls get defective product returned,1
2218,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, recieved phone 14th august 2020 today 24th august 2020so 10 days reviewing phone seen many negative reviews amazon review portal true experience phone following1 processor media tek quad core best quad core take less power battry octa core processor purchased phone mom quad core porcessor sufficient mom2 battry life good quad core processor3 ram 2gb also sufficient4 display always awesome samsung provide5 mike speakers quality good always samsung provide6 many people said review mobile automatically swiched automatically yes seen one time problem every new phone done one time system works smoothly one time switch things happen never repeated till 10 days use phone people taking switch problem seriously one time process phone new sometimes phone may swich automatically dont panik this7 people want replace phone one time switch problem say one thing first phone phone brand new replaced phone never new phone never replace new phone experience8 fully satisfied phone price 64999this reason giving 5 star phonethank u samsung,5
2219,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, thanks amazon delivering product mentioned product description well packed deliveredby way special thanks samsung stepping indias needs introducing new line phones taking chinese incursions indian mobile phone marketwe ordered samsung galaxy m01 core blue 2gb ram 32gb storage thrown away chinese phone salomi 100 apps preinstalled without information heating phone draining battery tough times using salomi phone good better phone good company samsung happy little cute phonesamsung galaxy m01 core blue 2gb ram 32gb storage small enough keep pockets latest android 10 os good display latest version apps lite mode means need loaded given instead loading forever wasting precious data good camera samsung reliability known crisp camera displayswhat else needed phone thanks samsung bringing new affordable range latest android 10 osway go samsung surely indians support samsung make no1 company replacing chinese mobile companies india,5
2220,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, poor quality phone functional 2 days use bought spare phone didnt use much neither downloaded big apps phone getting happened 7 days delivery made return amazon showing confirmation clarity waste money,1
2221,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, update 16 oct 20samsung service trying push manufacturing defects fault playing small users please careful buying samsung product operating like flybynight companyive already spent rs 3000 rs 6000 phone without working phone last 1 monthupdate 29 sep 20reducing status 1 starthe phone increasingly giving problemsa screen responsiveness getting worseb sd card always giving errorc taking lots time load appsi exchanged samsung on5 samsung m01 core mainly lack internal memory good sturdy experience on5 let buy phone complaints hardware though many software regressed on5 let write down1 samsung on5 running android 6 stable current android 10 rebooted atleast twice own2 camera panorama mode on53 chrome hanged twice period4 sd card stopped reading push back work never happened on55 disturb cant customized samsung on5 it6 unread sms highlightedgo version shouldnt mean regression ill happy discuss architects would want genuine op,1
2222,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, samsung loting money giving worst product using phone one month started stop working saying overheating watch movie half hour video call half hour,1
2223,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, poor camerabattery ok slow chargingi got exchange 38k satisfied m10 far far bettergaming okworst part cameradont expect nice picssmall screen easy handleoverall 39star ill givecoz samsung cost may bigger m01 better,3
2224,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, major issue phone slow charging quick battery draining look handset sleek smart charer normalnonusb connect devices like laptop pc need purchase extra usb cable backside phone get heated using long time like hour recording video 14082020 1520 minutes phone get overheated stopped video recording,2
2225,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, wud given star unfortunately theres option mobile stops reading sim card often second day use tried replace item quoting defective product ask install app solve problem app doesnt work sucks money got wasted,1
2226,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, samsung didnt meet expectations time big fan samsung products product disappointed battery gets hot watching videos playing games connected net battery drains fast suitable video calls although bought 2gb ram version video voice keeps cutting tried different networks earphones cheap looking charger samsung compromise quality cannot afford release budget phone instead continue mid high range phones,1
2227,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, product good budgetand performance excellent,5
2228,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, battery totally worst touch bad charging also proper,1
2229,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, mobile giving poor quality audio breaking voice zoom video call applied return policy accepting return shocked due kind behaviour amazon put case online take return,1
2230,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, first time life dared purchase phone amazon first time samsung phone bought stopped working went dead within hours later amazon agents kept visiting deny pick product saying dead 4 times kept calling customer care 6 7 calls phone picked return agent 15 days money amazon means amazon using money sure many escalations make replace productthe product might good buying amazon iz painif unlucky phone dead keep begging return money stuck amazonworst way amazon india treats customer better use amazon cheap products,1
2231,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, since day one sim slot properly working times showing insert sim error restart phone reinsert sim connect phone changed sim card also problem continuing clear problem sim slot hence pl arrange replace phone earliest,1
2232,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, basic features interface quite smooth support wifi calling also overall phone good value money spent,5
2233,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N," browser support html5 video


 recieved item 9this august working fine 9 days phone charging try two charger phone also get discharged going also put charging charging icon phone charging",3
2234,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, understand reviews mention disappointment performance basic budget smartphone dont expect sd865 perfwhom phone caters to1 parentsgrandparents basic needs whatsapp youtube2 people migrating feature button phones3 preteens first phonethe phone preloaded google go apps lighter versions regular appsthere bloatware ui optimised processorbattery life decent dont expect much charging fast takes around 25hr 0100 complaintscreen 720p special outdoor brightness mode extra brightnessspeakers decent hear ringtoneno face unlockfingerprint scanneri bought phone grandmother migrating samsung guru button phone perfect usageonly complaint phone missing clock widget home screen,5
2235,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, much lagging like 250 mb ramdisappointed slowness device already updated software latest version,1
2236,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, mobile contains poor battery quality 80 charge drained 3 hours average use buy waste moneyamazon mention return replace product within 7 days time purchase actual delay unnecessarily pass time frame different protocols nobody return even faulty set chance return,1
2237,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, really value money phone comes 530inch touchscreen display resolution 720x1480 pixels aspect ratio 1859 samsung galaxy m01 core powered 15ghz quadcore mediatek mt6739 processor comes 1gb ram samsung galaxy m01 core runs android go edition powered 3000mah batteryas far cameras concerned samsung galaxy m01 core rear packs 8megapixel camera rear camera setup autofocus sports 5megapixel camera front selfies,5
2238,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, worst product never ever try take product sudden stopped charging working 12 days need replace source please dont buy kind worst products ppl unable spend much money try take good reviews mobiles,1
2239,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, 2gb phone cant expect much even facebook lags going lots browsing camera ok build good must use rubber cover temper protection 3000mah battery thats discharges quickly doesnt support fast charging creates problems overall expect costanalyze needs purchasing phone decent household usage apps want multiple apps dont go,4
2240,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, review solely seller sold faulty phone huge black spot screen obvious proper quality check done delivery happen case used phond sold new think twice ordering costly things online especially amazon eshop amazon also cannot deny responsibility headache going return faulty item complete nightmare,1
2241,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, touch screen working first day use requested replace mobile days delivery boy says amazon app amazon app problem cant install app without screen function still waiting amazon solve problem,1
2242,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, true reviewsworst phone world dont see youtube reviews buy phone lying wanted give less one star option looks good photos small phone lags sticks lot even 2gb ram never buy product camera freakin waste say 12mp camera actually like 2mp apps keep exiting themselvesand says app responding worst phone dont buy honest review bought today returned phone day self within hours wanna waste money invest phone packing everything rather soo good phone function good allthank,1
2243,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, loved peice best phone price samsung always worth every penny needed phone onliy class son best,5
2244,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, nice product,5
2245,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, ive using official mobile apps like whatsapp fb lite cricbuzz playmusic youtube microsoft teams outlook intelligent hub hrms bankings apps like yono paytm gpaywith apps running smoothlya bit lag proce range acceptableprosdecent camera proce rangeaverage specs price rangesamsung brand valueandroid go ossamsung skin os decentconsbelow average battery life anyhow lasts daypathetic charging speed 4hrscharger provided box 5v 1a least 10w charger could added,4
2246,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, product fine limitations function india doesnt work well mom cause keeps travelling abroad frequentlywhy wasnt informed amazon restrictions phone cant function countries countries world theyve using mobile phones even indiamisleading customers shouldnt priority amazon,1
2247,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, everything good per phone price one thing dont like phone u continues use 2530 minutes start getting heat good,3
2248,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, gr8 phone price 6500 samsung everything looks fine,5
2249,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, dont buy mobile totally waste camera quality bad battery backup also slow takes 3 hours charge fully battery drained point point suddenly normal usage also heating issue also mobile better go brands budgetreturn procedure get refundin amazon say electronic product cant provide refund able provide replacement accept theyll send one mobile service field agent check whether product defective approved replace old one provide new one productin replacement product also surely youll face defects ask refund directly options showing order page immediately approve within working days theyll provide refundthese kind electronic products first time theyll provide replacement offer second time theyll provide direct refund,1
2250,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, mobile samsung galaxy m01 core black 1gb ram 16gb received could charged battery low new phone battery uncharged amazon delivered defective product worst phone,1
2251,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, screen quality awesome performance par mid range smartphone samsung improved product performance high level though using iphones cou9resist praising nice quality product samsung knox security samsung series smartphones boon indian customers cant afford ios based ecosystem considering premium pricing noway lesser efficient ios quality display entry level smartphones also par best class range smartphones pl improve service policy favor customers rest best,5
2252,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, amazon upi amazon scan pay amazon money load working phone gets version updated error play sore shows open called amazon samsung customer care amazon says phone version support run anderoid lite go version may problem lite version samsung told visit service center dont know work anderoid 10 lite go version ,1
2253,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, ignored negative reviews especially receiving phones would turn paid price received phone never turned defective worst part yet come wait inspection worst bit waiting weeks amazon pick package back understand amazon best circumstances covid scenario would strongly suggest model could best avoided samsung seriously consider withdrawing models shame,1
2254,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, good phone waste money,1
2255,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, worth 5000 perfectly worth 2800 ever available price point lolbasic feature handheld nothing much sport brag basic functions smooth body surface screen brightness blinds crisp camera budget phone else simply rubbish let maidservant kid play around instead haha,1
2256,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, honestly dont like product screen response slow cant even pick phone quickly battery life less requires almost 3hrs full charge overall disappointing good thing supports android 10 also features less expected samsung though budget phone,1
2257,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, used may types android mobiles purchased mobile mother also test android go worksthings like device1 camera see feature 8mp primary camera thought cameras may average device real camera clarity awesome price real didnt expect samsung surprised even front 5mp camera also chapters clear pictures rear camera dedicated flash surprisingly front camera screen flashgood see thiscamera samples cell tower charger spectacles captured samsung m01 core pictures captured devices2 display many companies selling devices 10k even range still providing hd 720p screen really felt happy getting excellent display good viewing angles 56k need note tft display ips display3 design samsung providing mate texture finish back ofcourse made cheap plastic definitely protect devices scratches4 operating system device comes android go lite version android comes latest android 10 box android provided updates regularly bought 2gb ram variant installed may appsnot much larger apps general purpose apps didnt find lagging issues using them5 battery device comes 3000mah battery noticed samsung mentioned typically means 3000mah exact rating still ok capacity device android go lighter version almost consumes less battery watch 45 hours youtube videos single charge definitely pricethink didnt like1 low charger rating box comes 5v 07a charger 35w slow charger 3000mah battery takes 3 hours full charger device 10w fast charger tried charger charging still taking 3 hours charge wont accept fast charge costumer expect least 10w charger price2 face unlock face unlock feature common every device feature missing providing pin pattern password options secure device3 price actually bad luck placed order price product 6499 paid full amount online takes 2days reach received order product price went 5999,4
2258,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, product samsung really coolat price point getting good quality bloatware phones really good thing look samsung done great job smartphonefor buyers price point main advantage phone non chinese bloatwaremain advantages comes android go top one uione ui one best fastest skins androidit decent cameras could okay video calling pretty good battery life easily lasts whole dayso really good buy people looking price point,5
2259,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, good handset samsung budget battery mah 3000 gives normal performance depends upon usage takes time charge bought dad good elders comfy use ,5
2260,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, definitely samsung good brand blindly faith itphone really goodbuild quality good battery life awesomecamera average bcoz cant expect bery high quality price rangesound quality also averageoverall really good deal price range compare mi range mi definitely lead itredmi 8a dual best substitute phone,4
2261,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, request readersviewers advised purchase useless model samsung galaxy m01 core mobile even labour workers also rejecting accept model dont waste money battery backup useless also seller accepting even replacement asking useless unwanted questions seller also allowing mobile exchange request amazon keep type useless mobiles future unnecessarily placed order camera clarity good,1
2262,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, excellent phone low budgetlight weight phone good phone old age people,5
2263,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, phone slow gets switched suddenly made complaint amazon phone asked return didnt agree brand new phone issue paid much amount please dont buy waste money downloaded one app youtube bought samsung didnt know samsung make bad quality product,1
2264,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, video playback well camera smooth even though meant run hd videostried return product amazon initiated replacement procedure saying particular piece faulty however new piece also issues cant see replace return option anymorein conclusion hardware compatible specification dont go product bad service amazon,1
2265,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, good productworks well looks stylish ideal thousands people use internet call features intelligently nonchinese adds patriotism economical absolutely value moneyexcellent service amazon highly recommended,5
2266,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, bad part mobile lasted half day next morning work even charging trying everything possible whats worst amazon return process highly disappointed amazon process took approx 8 10 days phone calls chat get defective product returned still returning set sending massage reply nicely today felt bad experience amazonthis last shopping amazonvery bad shopping amazon gift mother place told go service center issue cant help youso bad product amazon also highly disappointed amazon process,1
2267,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, got worker uts pretty petite phone todays standards good quality perfect normal phone usage one camera decent quality either side screen seems bit small though 209 screen quality goodthe charger micro usb removable usb cable type fixed cable gets heated bitover great alternative chineese entry level phones finally brands like samsung bringing reasonable specs,5
2268,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, samsung galaxy m01 core 2gb 32gb decent deal restricted budget elders minimal app usage battery capacity ram latest android version make device value money samsung always brand value took dad moved nokia basic phone happy using thisrecommended phone secondary phone also,4
2269,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, bought mother 1st android mobile happy user friendly good 1st time users,5
2270,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, phone induction heater dont understand use 5 min phone heating like anything feels like itll blast 10 minutes usage delivered defective product overheating phone unhappy product manufacturere seller also amazon delivery service charger also heating like anything thingand inspection team visited,1
2271,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, product nice want give parents 5k nice deal samsung battery life good keeping price phone good camera quality also goodbut cannot play high quality games like pubg call duty recomend use lite apps may fells lag multitasking samsung made phone non tech user rest everything nice reccomend buy phone want gift non tech user,5
2272,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, didnt expect much runs android go editionbut fall love found everything normal android phone dogot 3600 exchange old android go edition phoneamazing screen budgetawesome beetey life yeah literally got 45 screen time may new performancevery handy feel flagship phone handlooks beautiful n attractivedual 4g volte feature makes perfect according budgetthanks samsung made phone like,5
2273,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, best thing android 10then 1 gb ram ok 2gb ram goodstorage goodcamera okdisplay size would55 inch good 53it ips lcd display hd tft displaybattery also ok normal usageeverything good price,5
2274,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, purchased set 8sep much excitement never expected face soo much drama replacement refundphone started heating every 2minutes use visit om replacement option thr actually replacement option thr option download app talk techincan explain problem twice thrice themthn ask download appthen check temperature arrange techincan visit place much struggle get replacement problem may persist maynot case satisfied product thought samsung brand cn go exchange police kamchalu type model invest 2k go good model2starps long review truthhhhhhh think twice purchasing amazon,2
2275,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, bought nofrills product mother basic phone usein month started hang phone sometimes freezes calls respond touch button press long wait consider blot brand samsung build problem free basic phone expected expensive phonesalso impressive build quality light makes feel everything inside cheap plastic dont know long last,1
2276,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, improved 4 star usage battery hold longer max location switched time use maps35 starswell purpose using gps bike carprocessor slow already 2 days 3 auto restarts wait see develops issuebattery life could better drains power without background app max 1 day samsung max inbuilt software could aid elongate battery difficult use apps need put app asidesamsung advantages ease setting etc good,4
2277,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, pathetic hanges long ever seen phone siper slow camera worsteven old nokia 03 mp much better dont dont buy worth 1000 1500 rs dont think made samsung market cheep crap item amazon returning quality parameter return used samsung j2 j3 etc price range 100 times better start movement boycott type strategy amazon samsung sell third class crap name reputed brand dont take return dont dont dont buy surely regret,1
2278,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, excelent phone father law bought phone father law needs phone small handy lightweight hand major issue phone slow charging quick battery draining one thing dont like phone u continues use 2530 minutes start getting heat good,3
2279,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, nice phone price proven brand unlike chinese phones good phone con tad bit slow general samsung improve speed little bit cheap would best phone buy price range would simply beat cheap chinese phones great effort samsung needs little improvement still would recommend phone seeking value buy good brand,4
2280,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N," browser support html5 video


 fully trust samsung product fully close eyes buy productit also covers samsung initiative make indiai would also like cover saw reviews product amazon shocked covered crashing issues trust buy product since 2 months none cracking issues faced also good battery3000 mahi bought basic usagetrust samsung appreciate make india buy productgod battery 3000mah thanks samsung ",5
2281,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, nice mobile low budgetclear camera clear voice clear displayin six thousand budget get via phonebattery backup one day fullif use zoom application mobile hang timespls avoid zoom application use google plus conference applicationthanks amazon thanks sellers thanks amazon,5
2282,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, nice phone low budget heating problem expected problem battery 3000mah match problem thats problem heating call overnight charging small hits dont know much used years months problem small problem setting setting problem thats samsung m20 17999 prices 5000 price accuracy prices nayan nayan name good problem use much editor review using,4
2283,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, note whose mobile got switched press power volume button time safe mode may restart work purchased mother small lightweighted thought perfect mom previously redmi 7a dont want chinese phone home decided exchange thispros cute small light weighted less price good speed cons battery battery battery 3 year old j7 2016 3300mah large screen gave 1 half day backup phone give backup single day mother use 3 4 hr daily also mom got frustated even asked give old phone back amazon returning gave threat go consumer forum 2nd visit technician understood problem gave money really go consumer court amazon wouldnt accepted return amount pain feeling cheated daily cause anger ordered m21 contrary expectation mom happy large screen m21 awesome best thing samsung phone ui love u r budget conscious may consider option dont go samsung less 10k phone feel samsung improve battery request everyone buy chinese product,3
2284,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, review based almost 3 weeks continuous useagebattery life battery life good easily lasts day however charging inbox charger slowcamera camera isnt bad isnt something boast fairly well bright sunlight conditions well dark conditions wherein pictures blurry full grainsscreen screen pleasantly bright legible good colour balance vibrance however touch times feels laggy rarely even bordering nonfunctionalperformance performance expected phone price range good shabby either gets basic jobs done struggles apps require resources,4
2285,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, average phonethis negative review trueonly good calling message simple whatsapp useslow battery chargingjust 3000 mah battery drains fast charges slowlyoverall good value moneyas 5999not costlynot powerfulnot amazingnot outstandingnot impressivebut overall average phonegood feeling smartphone mark,3
2286,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, mobile basic model smartphone wil suitable calls whatap youtube basic appsphone got heated dead using continuos youtube games since 1gb ramafter visiting service center phone came live againif u r basic user old age people best one else go 2gb ram version,3
2287,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, dont buy amazon dont help customer deliver defective product able charge mobile infrom consult brand center repair return window closed initially hadnt use product week gift product someone else u think buy buy samsung store dont buy amazon,1
2288,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, maid brought daughter use online education wont charge stopped working month use also gets overheated saw positive reviews bought anyway warranty go samsung service center see,1
2289,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, yes happy samsung mo1 core phone got 2gb ram internal memory 32gb got front back camera got screen size big enough fits comfortably hand best price absolutely reasonable phone 32gb expandable upto little ove 500gb stepsthe item cannot comment built battery 3000 mah long last time tell overall whole package comes 6 month warranty feel lucky,5
2290,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, battery battery backup good need patient charging timescreen quality awesomesamsung ui great feel like premium phonethis phone secondary phone users like parents lesser task smartphonei love screen size rarely seen nowadays perfect thus phone size handy samsung korean company feel safe enjoy technology technical sound company,5
2291,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, battery backup screen quality camera quality poor didnt want buy chinese bought expecting good phone turned outdated quality felt like im living 2015 phones released 2015 better camera phone disappointing product samsung competitors offering much better quality phone lower price,3
2292,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, please dont waste money dont buy less battery life phone getting heat often irritating sound vedio calling zoom skype etc speaking side person voice audible may low price attractive suggest buy seeing price tag much disappointed samsung amazon,1
2293,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N," browser support html5 video


 battery life good os goodfor senior citizens good option students good good gamesprice justified quality samsung brandcamera sound quality video quality okfor senior citizens 1gb ram enoughfor students 2gb ram recommended",4
2294,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, 1 dual sim fail software upgrade2 software updates own3 samsung customer service doesnt answer solution rectify revert back factory defaults4 every 15 days need visit samsung customer service centre every time everything formatted5 useless mobile ever used seen6 hardly used month half 2 visits customer care7 highly recommend buy,1
